source_id,target_id,weight
116,8271,1.0
116,8791,1.0
116,9769,1.0
116,11775,1.0
116,14304,1.0
116,16201,1.0
116,16984,1.0
116,30809,1.0
116,49146,1.0
116,53434,1.0
117,10873,1.0
117,27160,1.0
117,30810,1.0
117,45330,1.0
117,58843,1.0
123,6456,2.0
123,36784,2.0
123,56114,2.0
254,4725,4.0
254,12634,6.0
254,14290,6.0
254,15030,6.0
254,15215,6.0
254,15670,4.0
254,18218,6.0
254,20836,4.0
254,25019,6.0
254,26096,6.0
254,27383,6.0
254,28457,4.0
254,30127,4.0
254,30655,4.0
254,30694,6.0
254,31846,4.0
254,32674,4.0
254,35693,4.0
254,35751,4.0
254,36136,6.0
254,36327,6.0
254,40178,6.0
254,40804,2.0
254,40805,4.0
254,44123,4.0
254,47961,6.0
254,49808,6.0
254,50241,4.0
254,50904,6.0
254,51975,6.0
254,54610,6.0
254,55318,6.0
254,55378,4.0
254,55706,4.0
254,56375,4.0
254,56561,2.0
254,57765,6.0
254,60179,4.0
256,17912,1.0
256,27670,1.0
256,45231,1.0
284,4199,1.0
284,4289,2.0
284,5460,1.0
284,21442,1.0
284,38066,1.0
284,49035,1.0
284,52839,1.0
290,558,1.0
290,2472,1.0
290,7142,1.0
290,8885,1.0
290,9845,1.0
290,10166,1.0
290,11001,1.0
290,13600,1.0
290,13857,1.0
290,14666,1.0
290,15852,1.0
290,16892,1.0
290,18646,1.0
290,21019,1.0
290,21523,1.0
290,22576,1.0
290,23231,1.0
290,23950,1.0
290,24192,1.0
290,25682,1.0
290,25776,1.0
290,25997,1.0
290,26506,1.0
290,26581,1.0
290,26730,1.0
290,28142,1.0
290,30583,1.0
290,31046,1.0
290,31634,1.0
290,32451,1.0
290,32516,1.0
290,35517,1.0
290,36036,1.0
290,36095,1.0
290,36918,1.0
290,37180,1.0
290,37258,1.0
290,38008,1.0
290,39855,1.0
290,40761,1.0
290,40824,1.0
290,42436,1.0
290,42906,1.0
290,42908,1.0
290,43260,1.0
290,43516,1.0
290,44030,1.0
290,46712,1.0
290,49354,1.0
290,50025,1.0
290,51232,1.0
290,55025,1.0
290,56116,1.0
290,56588,1.0
290,56592,1.0
290,58027,1.0
290,58605,1.0
290,58877,1.0
290,58920,1.0
290,59019,1.0
290,59423,1.0
290,59606,1.0
290,59851,1.0
354,16348,1.0
354,18503,1.0
354,37210,1.0
354,38326,1.0
354,46922,1.0
354,49092,1.0
354,51349,1.0
371,15022,1.0
371,19602,1.0
391,2616,1.0
391,27106,1.0
391,29505,1.0
391,41927,1.0
391,45450,1.0
391,50123,1.0
434,12988,1.0
558,2472,1.0
558,7142,1.0
558,8885,1.0
558,9845,1.0
558,10166,1.0
558,11001,1.0
558,13600,1.0
558,13857,1.0
558,14666,1.0
558,15852,1.0
558,16892,1.0
558,18646,1.0
558,21019,1.0
558,21523,1.0
558,22576,1.0
558,23231,1.0
558,23950,1.0
558,24192,1.0
558,25682,1.0
558,25776,1.0
558,25997,1.0
558,26506,1.0
558,26581,1.0
558,26730,1.0
558,28142,1.0
558,30583,1.0
558,31046,1.0
558,31634,1.0
558,32451,1.0
558,32516,1.0
558,35517,1.0
558,36036,1.0
558,36095,1.0
558,36918,1.0
558,37180,1.0
558,37258,1.0
558,38008,1.0
558,39855,1.0
558,40761,1.0
558,40824,1.0
558,42436,1.0
558,42906,1.0
558,42908,1.0
558,43260,1.0
558,43516,1.0
558,44030,1.0
558,46712,1.0
558,49354,1.0
558,50025,1.0
558,51232,1.0
558,55025,1.0
558,56116,1.0
558,56588,1.0
558,56592,1.0
558,58027,1.0
558,58605,1.0
558,58877,1.0
558,58920,1.0
558,59019,1.0
558,59423,1.0
558,59606,1.0
558,59851,1.0
652,12671,1.0
652,28070,1.0
652,32556,1.0
652,36072,1.0
652,60610,1.0
689,4164,1.0
689,5928,1.0
689,7551,1.0
689,7772,1.0
689,8380,1.0
689,9405,1.0
