source_id,target_id,weight
28,15124,1.0
28,32074,1.0
28,33594,1.0
28,48684,1.0
50,628,1.0
50,634,1.0
50,636,1.0
50,638,1.0
50,7532,1.0
50,11884,1.0
50,17253,1.0
50,30480,1.0
50,40706,1.0
92,20320,2.0
92,23035,1.0
92,37189,1.0
92,45166,2.0
92,46025,1.0
92,53231,2.0
92,55180,1.0
93,2314,2.0
93,2697,2.0
93,6531,1.0
93,16154,1.0
93,23808,2.0
93,31320,1.0
93,41137,1.0
93,44024,2.0
97,14720,1.0
97,26534,1.0
97,46890,1.0
97,47901,1.0
97,49829,1.0
97,57908,1.0
97,59589,1.0
148,32542,1.0
148,41926,1.0
153,10082,1.0
153,15733,1.0
153,19060,1.0
153,33087,1.0
153,49249,1.0
171,13893,1.0
171,17933,1.0
171,46408,1.0
173,11968,1.0
173,29717,1.0
277,11713,1.0
277,13919,1.0
277,41005,1.0
277,46283,1.0
277,55420,1.0
279,1299,1.0
279,1421,1.0
279,1874,1.0
279,2481,1.0
279,2543,1.0
279,2975,1.0
279,3288,1.0
279,4044,2.0
279,4823,2.0
279,4869,1.0
279,5014,1.0
279,5137,1.0
279,5779,3.0
279,5815,1.0
279,6631,1.0
279,8097,1.0
279,8615,1.0
279,10846,4.0
279,11527,1.0
279,11996,1.0
279,12947,1.0
279,13156,1.0
279,13157,1.0
279,13174,2.0
279,13407,4.0
279,13655,2.0
279,13659,1.0
279,14057,2.0
279,14085,1.0
279,14634,1.0
279,15335,8.0
279,15336,2.0
279,15337,4.0
279,16512,2.0
279,18554,1.0
279,19558,2.0
279,21522,1.0
279,22954,1.0
279,25210,5.0
279,25249,1.0
279,25250,9.0
279,27007,1.0
279,27294,1.0
279,27927,7.0
279,27929,1.0
279,27953,4.0
279,27957,1.0
279,28298,7.0
279,28361,9.0
279,28535,1.0
279,29294,1.0
279,32706,1.0
279,32712,1.0
279,33750,1.0
279,34208,2.0
279,36544,4.0
279,36712,1.0
279,36791,6.0
279,37600,1.0
279,39112,1.0
279,39270,1.0
279,39597,1.0
279,39940,3.0
279,40177,2.0
279,40225,1.0
279,40226,1.0
279,41604,1.0
279,42040,2.0
279,45601,1.0
279,46337,9.0
279,46866,1.0
279,48368,1.0
279,48387,8.0
279,49132,1.0
279,49133,1.0
279,50424,3.0
279,50905,3.0
279,51270,5.0
279,51818,3.0
279,51992,1.0
279,53488,24.0
279,53498,2.0
279,53637,1.0
279,53638,4.0
279,54099,1.0
279,54201,2.0
279,54403,1.0
279,54421,3.0
279,54422,12.0
279,54868,11.0
279,55720,1.0
279,56591,2.0
279,56951,1.0
279,57519,2.0
279,57774,1.0
279,60579,6.0
376,551,1.0
376,4071,1.0
376,5881,1.0
376,6020,1.0
376,6081,1.0
376,6605,1.0
376,8446,1.0
376,8903,1.0
376,10126,1.0
376,10387,1.0
376,11810,1.0
376,12045,1.0
376,14923,1.0
376,15310,1.0
376,16550,1.0
376,17263,1.0
376,18669,1.0
376,18953,1.0
376,21526,1.0
376,22645,1.0
376,22816,1.0
376,23181,1.0
376,24450,1.0
376,24931,1.0
376,25976,1.0
376,26641,1.0
376,30847,1.0
376,32603,1.0
376,32716,1.0
376,34519,1.0
376,36352,1.0
376,36881,1.0
376,37186,1.0
376,39362,1.0
376,39801,1.0
376,40477,1.0
376,42483,1.0
376,43758,1.0
376,46188,1.0
376,46957,1.0
376,47585,1.0
376,54939,1.0
376,55136,1.0
376,55489,1.0
376,57964,1.0
376,58668,1.0
376,58991,1.0
376,59405,1.0
376,59627,1.0
376,60175,1.0
376,60372,1.0
378,5833,1.0
378,9165,1.0
378,11797,1.0
378,49324,1.0
378,54889,1.0
378,58930,1.0
392,29795,2.0
392,39916,2.0
394,3375,2.0
394,22707,1.0
394,39542,1.0
394,46449,2.0
431,4454,1.0
431,58901,1.0
484,43697,1.0
492,14493,1.0
492,20507,1.0
492,24579,1.0
492,28081,1.0
492,50773,1.0
492,58583,1.0
528,7152,1.0
528,8261,1.0
528,15665,1.0
528,20049,1.0
528,20635,1.0
528,37882,1.0
528,39813,1.0
530,6107,1.0
530,12957,1.0
530,26673,1.0
530,49358,1.0
551,4071,1.0
551,5881,1.0
551,6020,1.0
551,6081,1.0
551,6605,1.0
551,8446,1.0
551,8903,1.0
551,10126,1.0
551,10387,1.0
551,11810,1.0
551,12045,1.0
551,14923,1.0
551,15310,1.0
551,16550,1.0
551,17263,1.0
551,18669,1.0
551,18953,1.0
551,21526,1.0
551,22645,1.0
551,22816,1.0
551,23181,1.0
551,24450,1.0
551,24931,1.0
551,25976,1.0
551,26641,1.0
551,30847,1.0
551,32603,1.0
551,32716,1.0
551,34519,1.0
551,36352,1.0
551,36881,1.0
551,37186,1.0
551,39362,1.0
551,39801,1.0
551,40477,1.0
551,42483,1.0
551,43758,1.0
551,46188,1.0
551,46957,1.0
551,47585,1.0
551,54939,1.0
551,55136,1.0
551,55489,1.0
551,57964,1.0
551,58668,1.0
551,58991,1.0
551,59405,1.0
551,59627,1.0
551,60175,1.0
551,60372,1.0
557,8785,1.0
557,15173,1.0
557,32138,1.0
593,7001,1.0
593,8328,1.0
593,9157,1.0
593,11286,1.0
593,19116,1.0
593,22798,1.0
593,26744,1.0
593,32557,1.0
593,49440,1.0
593,56625,1.0
593,60004,1.0
624,1820,3.0
624,2794,3.0
624,4885,3.0
624,5799,3.0
624,8901,2.0
624,12413,3.0
624,12478,3.0
624,15316,3.0
624,16323,3.0
624,16459,3.0
624,16733,3.0
624,16927,3.0
624,17717,3.0
624,18090,3.0
624,19607,3.0
624,21883,3.0
624,23308,3.0
624,23311,2.0
624,23564,3.0
624,24906,2.0
624,24907,1.0
624,26039,3.0
624,27660,3.0
624,29156,3.0
624,29403,3.0
624,29990,3.0
624,34707,2.0
624,34901,3.0
624,37181,3.0
624,37849,3.0
624,37891,2.0
624,41444,3.0
624,42543,2.0
624,42915,1.0
624,45437,2.0
624,45438,1.0
624,47601,3.0
624,48903,3.0
624,52298,3.0
624,52421,3.0
624,53145,3.0
624,55232,2.0
624,55467,3.0
624,56563,3.0
624,56839,2.0
624,57623,3.0
624,59229,2.0
624,59231,1.0
624,59650,2.0
624,59651,1.0
624,60457,3.0
628,634,1.0
628,636,1.0
628,638,1.0
628,7532,1.0
628,11884,1.0
628,17253,1.0
628,30480,1.0
628,40706,1.0
634,636,1.0
634,638,1.0
634,7532,1.0
634,11884,1.0
634,17253,1.0
634,30480,1.0
634,40706,1.0
636,638,1.0
636,7532,1.0
636,11884,1.0
636,17253,1.0
636,30480,1.0
636,40706,1.0
638,7532,1.0
638,11884,1.0
638,17253,1.0
638,30480,1.0
638,40706,1.0
650,16449,1.0
650,18180,1.0
650,24332,1.0
650,42533,1.0
650,42724,1.0
650,56495,1.0
659,41565,1.0
660,35976,1.0
660,46853,1.0
660,56626,1.0
660,56646,1.0
706,2517,1.0
706,5095,1.0
706,20156,1.0
706,38078,1.0
706,42557,1.0
707,2643,1.0
707,2676,1.0
707,11909,1.0
707,17302,1.0
707,22452,1.0
707,56619,1.0
707,56841,1.0
717,10816,1.0
717,28744,1.0
717,43898,1.0
717,50009,1.0
717,50690,1.0
717,60221,1.0
718,2401,1.0
718,11275,1.0
718,35200,1.0
834,4686,1.0
834,27754,2.0
834,27890,1.0
834,40122,2.0
834,46207,1.0
847,5975,1.0
847,37574,1.0
935,2830,1.0
935,3538,1.0
935,5474,1.0
935,9539,1.0
935,10072,1.0
935,16610,1.0
935,21348,1.0
935,56238,1.0
1007,17148,1.0
1007,22639,2.0
1007,23382,1.0
1007,28020,1.0
1007,34055,1.0
1104,10491,1.0
1104,14194,1.0
1104,22474,1.0
1104,27756,1.0
1104,47958,1.0
1104,55610,1.0
1131,11432,1.0
1166,14428,1.0
1166,20718,1.0
1211,22000,1.0
1211,27065,1.0
1211,51277,1.0
1223,12311,1.0
1239,22372,2.0
1239,28788,2.0
1239,30075,2.0
1239,34576,2.0
1239,35879,1.0
1239,40010,2.0
1239,54057,2.0
1248,3532,1.0
1248,5731,1.0
1248,35468,1.0
1248,37406,1.0
1248,49323,1.0
1248,49608,1.0
1248,58146,1.0
1272,2318,1.0
1272,38545,1.0
1288,23634,1.0
1288,38628,1.0
1299,5137,1.0
1299,14057,1.0
1299,28298,1.0
1299,53488,1.0
1313,6741,1.0
1313,14509,1.0
1313,59490,1.0
1313,59639,1.0
1409,34086,1.0
1409,60328,3.0
1415,8480,1.0
1415,10470,1.0
1415,39598,1.0
1415,43028,1.0
1415,47938,1.0
