id_autor
6
91
118
154
213
216
232
266
286
377
388
446
682
950
1098
1123
1194
1201
1235
1236
1240
1250
1252
1293
1329
1358
1420
1422
1663
1697
1708
1774
1786
1813
1884
2142
2155
2221
2232
2238
2252
2258
2271
2293
2323
2429
2473
2474
2484
2496
2497
2535
2576
2595
2596
2672
2731
2756
2798
2822
2896
2942
3005
3046
3094
3192
3264
3355
3358
3366
3385
3411
3498
3530
3572
3596
3677
3692
3697
3734
3740
3799
3873
3899
3930
3953
3990
4006
4046
4047
4076
4079
4089
4090
4189
4192
4257
4259
4278
4305
4311
4337
4377
4380
4429
4460
4462
4492
4493
4496
4543
4601
4634
4635
4698
4712
4785
4882
4888
4893
4908
4953
5135
5198
5250
5267
5414
5419
5420
5421
5423
5433
5461
5509
5516
5558
5744
5754
5764
5854
5963
6083
6084
6158
6195
6212
6228
6355
6420
6528
6583
6592
6607
6679
6702
6716
6730
6787
6860
6933
6952
6989
7011
7078
7184
7225
7382
7459
7491
7523
7585
7659
7813
7824
7874
8043
8051
8096
8100
8171
8179
8218
8221
8236
8254
8437
8462
8511
8528
8560
8782
8804
8840
8866
9026
9062
9066
9082
9124
9133
9226
9262
9370
9437
9463
9512
9525
9531
9735
9741
9761
9793
9844
9851
9896
9909
9912
9922
9924
9934
9958
10074
10075
10096
10097
10160
10312
10368
10376
10378
10477
10498
10510
10541
10547
10548
10564
10719
10725
10753
10943
10967
10987
11006
11018
11076
11090
11107
11173
11174
11240
11303
11355
11376
11398
11399
11409
11434
11453
11458
11471
11645
11664
11665
11702
11777
11783
11795
11866
11877
11880
11883
11988
11995
12000
12001
12036
12063
12145
12219
12242
12393
12406
12419
12424
12462
12501
12502
12503
12697
12783
12813
12840
12884
12952
13117
13126
13155
13177
13299
13482
13498
13660
13782
13831
13859
13959
13962
14060
14110
14151
14219
14220
14229
14303
14377
14458
14500
14510
14512
14601
14616
14631
14706
14886
14911
14963
14971
15017
15069
15085
15123
15126
15183
15321
15443
15506
15590
15654
15658
15675
15717
15725
15748
15832
15862
15935
15936
15964
16027
16040
16112
16399
16497
16522
16547
16561
16748
16781
16817
16818
16849
16898
16954
16959
17024
17182
17183
17212
17217
17229
17242
17294
17295
17308
17311
17351
17574
17598
17612
17657
17742
17751
17762
17921
18033
18271
18310
18363
18443
18497
18561
18648
18650
18711
18715
18769
18841
18873
18929
18952
18954
19139
19169
19273
19297
19340
19348
19407
19571
19635
19657
19661
19735
19814
19855
19897
19914
19932
20004
20063
20103
20109
20166
20217
20221
20244
20267
20410
20486
20489
20490
20491
20492
20535
20572
20698
20716
20740
20905
20906
20921
20990
21080
21081
21102
21111
21131
21249
21254
21255
21289
21326
21438
21441
21506
21508
21536
21537
21577
21585
21587
21669
21696
21792
21827
21910
21958
22001
22096
22272
22314
22331
22399
22402
22421
22457
22459
22483
22611
22701
22823
22859
22907
23027
23029
23053
23069
23160
23246
23247
23344
23379
23499
23579
23582
23746
23978
24029
24030
24048
24059
24098
24183
24209
24238
24265
24275
24358
24422
24501
24553
24556
24682
24705
24720
24757
24833
24868
24884
24885
24900
25052
25101
25135
25136
25151
25194
25212
25255
25291
25350
25401
25471
25576
25601
25639
25655
25791
25808
25809
25838
25860
25880
